model,algo,threshold,gp_precision,gp_recall,gp_f1,accuracy,precision,recall,f1,auc_roc,gp_auc_roc
rf_full_OOT,oot,0.36000000000000015,0.48144860462270705,0.9495872390305817,0.6389461916365072,0.5373574144486692,0.5225444212400288,0.9588516145244378,0.6764464732865025,0.6506447608949195,0.7160431700692954
